,tran,rot,sep,Relation,test,TTT,TTT++,TENT,SHOT,SHOT_div,SHOT_pseudo,pseudo+FA
209,0.7,90,-0.8,0.744000018,0.393999994,0.462000012,0.476000011,0.393999994,0.477999985,0.462000012,0.448000014,0.75999999
210,0.8,10,-0.3,0.896000028,0.709999979,0.81400001,0.838,0.712000012,0.906000018,0.920000017,0.85799998,0.512000024
211,0.8,10,-0.4,0.871999979,0.681999981,0.736000001,0.84799999,0.681999981,0.843999982,0.851999998,0.85799998,0.893999994
212,0.8,10,-0.5,0.833999991,0.675999999,0.786000013,0.832000017,0.680000007,0.839999974,0.838,0.832000017,0.825999975
213,0.8,10,-0.6,0.796000004,0.670000017,0.843999982,0.838,0.675999999,0.81400001,0.851999998,0.787999988,0.653999984
214,0.8,10,-0.7,0.765999973,0.656000018,0.731999993,0.765999973,0.674000025,0.791999996,0.853999972,0.772000015,0.879999995
215,0.8,10,-0.8,0.744000018,0.635999978,0.713999987,0.745999992,0.639999986,0.79400003,0.829999983,0.758000016,0.810000002
216,0.8,30,-0.3,0.896000028,0.653999984,0.731999993,0.860000014,0.684000015,0.878000021,0.874000013,0.864000022,0.85799998
217,0.8,30,-0.4,0.871999979,0.65200001,0.842000008,0.867999971,0.660000026,0.829999983,0.805999994,0.800000012,0.836000025
218,0.8,30,-0.5,0.833999991,0.632000029,0.773999989,0.875999987,0.657999992,0.815999985,0.790000021,0.786000013,0.893999994
219,0.8,30,-0.6,0.796000004,0.589999974,0.805999994,0.885999978,0.65200001,0.779999971,0.773999989,0.763999999,0.65200001
220,0.8,30,-0.7,0.765999973,0.546000004,0.546000004,0.745999992,0.547999978,0.765999973,0.762000024,0.744000018,0.829999983
221,0.8,30,-0.8,0.744000018,0.513999999,0.513999999,0.81400001,0.513999999,0.74000001,0.74000001,0.717999995,0.777999997
222,0.8,50,-0.3,0.896000028,0.54400003,0.748000026,0.727999985,0.54400003,0.713999987,0.723999977,0.722000003,0.772000015
223,0.8,50,-0.4,0.871999979,0.546000004,0.81400001,0.907999992,0.546000004,0.74000001,0.737999976,0.737999976,0.805999994
224,0.8,50,-0.5,0.833999991,0.532000005,0.722000003,0.875999987,0.532000005,0.708000004,0.70599997,0.70599997,0.779999971
225,0.8,50,-0.6,0.796000004,0.5,0.843999982,0.69599998,0.5,0.667999983,0.667999983,0.660000026,0.541999996
226,0.8,50,-0.7,0.765999973,0.5,0.5,0.646000028,0.5,0.64200002,0.639999986,0.632000029,0.569999993
227,0.8,50,-0.8,0.744000018,0.5,0.5,0.629999995,0.5,0.611999989,0.606000006,0.596000016,0.5
228,0.8,70,-0.3,0.896000028,0.5,0.878000021,0.681999981,0.5,0.600000024,0.621999979,0.59799999,0.5
229,0.8,70,-0.4,0.871999979,0.5,0.5,0.716000021,0.5,0.620000005,0.621999979,0.621999979,0.5
230,0.8,70,-0.5,0.833999991,0.5,0.713999987,0.712000012,0.5,0.601999998,0.601999998,0.600000024,0.5
231,0.8,70,-0.6,0.796000004,0.5,0.726000011,0.670000017,0.5,0.56400001,0.561999977,0.560000002,0.5
232,0.8,70,-0.7,0.765999973,0.497999996,0.703999996,0.526000023,0.5,0.550000012,0.551999986,0.541999996,0.60799998
233,0.8,70,-0.8,0.744000018,0.492000014,0.492000014,0.492000014,0.492000014,0.526000023,0.526000023,0.505999982,0.856000006
234,0.8,90,-0.3,0.896000028,0.442000002,0.787999988,0.628000021,0.442000002,0.479999989,0.49000001,0.481999993,0.84799999
235,0.8,90,-0.4,0.871999979,0.492000014,0.492000014,0.712000012,0.5,0.533999979,0.537999988,0.527999997,0.864000022
236,0.8,90,-0.5,0.833999991,0.477999985,0.593999982,0.674000025,0.5,0.513999999,0.529999971,0.512000024,0.741999984
237,0.8,90,-0.6,0.796000004,0.44600001,0.456,0.565999985,0.44600001,0.467999995,0.469999999,0.463999987,0.638000011
238,0.8,90,-0.7,0.765999973,0.430000007,0.5,0.50999999,0.430000007,0.449999988,0.451999992,0.449999988,0.875999987
239,0.8,90,-0.8,0.744000018,0.425999999,0.5,0.541999996,0.430000007,0.433999985,0.439999998,0.589999974,0.5
240,0.9,10,-0.3,0.896000028,0.667999983,0.75999999,0.875999987,0.717999995,0.89200002,0.924000025,0.90200001,0.970000029
241,0.9,10,-0.4,0.871999979,0.648000002,0.754000008,0.856000006,0.716000021,0.879999995,0.906000018,0.85799998,0.819999993
242,0.9,10,-0.5,0.833999991,0.625999987,0.762000024,0.871999979,0.660000026,0.842000008,0.870000005,0.843999982,0.621999979
243,0.9,10,-0.6,0.796000004,0.615999997,0.768000007,0.800000012,0.653999984,0.811999977,0.867999971,0.828000009,0.518000007
244,0.9,10,-0.7,0.765999973,0.592000008,0.68599999,0.800000012,0.592000008,0.815999985,0.850000024,0.808000028,0.671999991
245,0.9,10,-0.8,0.744000018,0.547999978,0.643999994,0.787999988,0.579999983,0.783999979,0.836000025,0.777999997,0.611999989
246,0.9,30,-0.3,0.896000028,0.532000005,0.698000014,0.838,0.532000005,0.885999978,0.864000022,0.864000022,0.754000008
247,0.9,30,-0.4,0.871999979,0.5,0.85799998,0.856000006,0.5,0.838,0.836000025,0.811999977,0.5
248,0.9,30,-0.5,0.833999991,0.527999997,0.808000028,0.889999986,0.527999997,0.815999985,0.80400002,0.790000021,0.667999983
249,0.9,30,-0.6,0.796000004,0.50999999,0.662,0.870000005,0.50999999,0.779999971,0.782000005,0.75999999,0.832
250,0.9,30,-0.7,0.765999973,0.5,0.656000018,0.833999991,0.5,0.765999973,0.768000007,0.741999984,0.800000012
251,0.9,30,-0.8,0.744000018,0.5,0.5,0.79400003,0.5,0.713999987,0.720000029,0.694000006,0.5
252,0.9,50,-0.3,0.896000028,0.5,0.575999975,0.860000014,0.5,0.70599997,0.712000012,0.703999996,0.745999992
253,0.9,50,-0.4,0.871999979,0.5,0.716000021,0.856000006,0.5,0.684000015,0.689999998,0.681999981,0.730000019
254,0.9,50,-0.5,0.833999991,0.5,0.829999983,0.913999975,0.5,0.717999995,0.713999987,0.699999988,0.853999972
255,0.9,50,-0.6,0.796000004,0.5,0.632000029,0.768000007,0.5,0.675999999,0.677999973,0.662,0.734000027
256,0.9,50,-0.7,0.765999973,0.5,0.5,0.635999978,0.5,0.648000002,0.635999978,0.635999978,0.744000018
257,0.9,50,-0.8,0.744000018,0.5,0.5,0.610000014,0.5,0.596000016,0.5,0.582000017,0.731999993
258,0.9,70,-0.3,0.896000028,0.5,0.681999981,0.75999999,0.5,0.596000016,0.59799999,0.592000008,0.712000012
259,0.9,70,-0.4,0.871999979,0.5,0.5,0.736000001,0.5,0.578000009,0.583999991,0.572000027,0.68599999
260,0.9,70,-0.5,0.833999991,0.5,0.677999973,0.846000016,0.5,0.601999998,0.601999998,0.59799999,0.851999998
261,0.9,70,-0.6,0.796000004,0.5,0.5,0.703999996,0.5,0.569999993,0.574000001,0.558000028,0.772000015
262,0.9,70,-0.7,0.765999973,0.5,0.5,0.717999995,0.5,0.540000021,0.541999996,0.536000013,0.634000003
263,0.9,70,-0.8,0.744000018,0.5,0.5,0.617999971,0.5,0.505999982,0.513999999,0.501999974,0.638000011
264,0.9,90,-0.3,0.896000028,0.492000014,0.5,0.522000015,0.5,0.492000014,0.492000014,0.492000014,0.632000029
265,0.9,90,-0.4,0.871999979,0.49000001,0.5,0.60799998,0.5,0.49000001,0.49000001,0.49000001,0.791999996
266,0.9,90,-0.5,0.833999991,0.5,0.596000016,0.734000027,0.5,0.504000008,0.519999981,0.505999982,0.628000021
267,0.9,90,-0.6,0.796000004,0.5,0.5,0.620000005,0.5,0.5,0.5,0.5,0.851999998
268,0.9,90,-0.7,0.765999973,0.477999985,0.477999985,0.583999991,0.492000014,0.477999985,0.477999985,0.477999985,0.805999994
269,0.9,90,-0.8,0.744000018,0.451999992,0.49000001,0.462000012,0.451999992,0.451999992,0.451999992,0.451999992,0.671999991
